id,organization_name,organization_description,organization_type,collectivity_type,staff,population,consolidation_method,reporting_year,total_scope_1,total_scope_2,total_scope_3,reference_year,action_plan,reductions_scope_1_2,reductions_scope_1,reductions_scope_2,reductions_scope_3,is_draft,source_url
4389,Centre Hospitalier Le Mans,"Etablissement public de santé (MCO, USLD, EHPAD) et activités médico-techniques, Instituts de formation (IDE, AS)",Etablissement public,,4487,,Opérationnel,2018,11593.0,741.0,1264.0,2012.0,Oui,460.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4389/back/bilans
4390,Schneider Electric France,,Entreprise,,6900,,Opérationnel,2018,10059.0,2991.0,0.0,2014.0,Oui,2990.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4390/back/bilans
4391,Vencorex France,"VENCOREX est un fabricant d’isocyanates de haute qualité.
Son site de production au Pont de Claix, en Isère, est dédié à la fabrication d’isocyanates aliphatiques (IPDI, HDI et dérivés) avec la production en amont de chlore et de soude.",Entreprise,,501,,Opérationnel,2018,3942.0,119342.0,0.0,,Oui,,0.0,19540.0,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4391/back/bilans
4392,SAREL - Appareillage Electrique,,Entreprise,,530,,Opérationnel,2018,771.0,229.0,0.0,2014.0,Oui,220.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4392/back/bilans
4393,Schneider Electric IT France,,Entreprise,,530,,Opérationnel,2018,774.0,230.0,0.0,2014.0,Oui,230.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4393/back/bilans
4395,Schneider Electric Energy France,,Entreprise,,760,,Opérationnel,2018,2574.0,326.0,0.0,2014.0,Oui,1650.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4395/back/bilans
4396,ESSILOR INTERNATIONAL,"Essillor international fait partie depuis le 1er octobre 2018 du Groupe EssilorLuxottica. 
EssilorLuxottica est un leader mondial dans la conception, la fabrication et la distribution de verres ophtalmiques, de montures optiques et de lunettes de soleil. 
EssilorLuxottica s’est donnée pour mission d’aider chacun à mieux voir, pour profiter pleinement de la vie, grâce à des produits parfaitement adaptés pour améliorer la vue.",Entreprise,,2944,,Opérationnel,2018,3972.0,797.0,0.0,,Oui,650.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4396/back/bilans
4397,CHARVET LA MURE BIANCO,"Distribution d’énergies pour le chauffage et distribution de carburants et combustibles – rénovation et entretien d’équipements de chauffage, conseil en économies d’énergie",Entreprise,,560,,Opérationnel,2018,5347.01,435.0,0.0,,Oui,180.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4397/back/bilans
4398,BBGR,"BBGR est un Fabricant Français de verres optiques depuis 1846.
Grâce à un savoir-faire humain et technique acquis depuis la création de notre premier site en 1846, BBGR offre une gamme complète de produits innovants et certifiés Origine France Garantie®*. Toujours à l’écoute des professionnels et des porteurs de lunettes, la recherche BBGR ne cesse d’avancer afin d’offrir la meilleure qualité de vision possible.",Entreprise,,750,,Opérationnel,2018,1688.0,369.0,0.0,,Oui,200.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4398/back/bilans
4399,RENAULT TRUCKS SAS,"RENAULT TRUCKS SAS  est une société française qui développe, assemble et vend des véhicules industriels et utilitaires. Elle développe également des services liés aux véhicules et à la fonction transport (assistance, maintenance, outils de gestion de flotte, etc.) Elle appartient au groupe Volvo depuis 2001. La société possède 5 sites implantés en France.",Entreprise,,9439,,Opérationnel,2018,34886.43000000001,5719.12,0.0,2014.0,Oui,2483.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4399/back/bilans
4400,Sika France SAS,"Spécialisé dans la vente de produits chimiques, Sika est leader dans le développement et la production de systèmes et de produits pour le collage,  l’étanchéité, le scellement, le renforcement et la protection dans les secteurs de la construction et de l’industrie.",Entreprise,,543,,Opérationnel,2018,2246.0,414.0,0.0,,Oui,266.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4400/back/bilans
4401,SA COMPAGNIE PETROLIERE DE L'OUEST,"Distribution de tous produits énergétiques solides, liquides ou gazeux - entretien et réparation d'installations de chauffage.",Entreprise,,671,,Opérationnel,2018,7644.0,63.0,0.0,2014.0,Oui,,350.0,10.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4401/back/bilans
4403,DOCAPOSTE DPS,"Docapost DPS est une entité du Groupe DOCAPOST qui accompagne les entreprises dans leur transition numérique en leur proposant une gamme complète de solutions. Docapost DPS s'organise particulièrement autour de grands métiers, qui répondent aux besoins d'externalisation des flux documentaires : • Division Editique • Division Dématérialisation • Division BPO documentaire",Entreprise,,600,,Opérationnel,2018,430.0,296.0,0.0,,Oui,0.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4403/back/bilans
4404,DOCAPOSTE BPO,Docapost BPO est une entité du Groupe DOCAPOST qui accompagne les entreprises dans leur transition numérique en leur proposant une gamme complète de solutions.,Entreprise,,1027,,Opérationnel,2018,114.0,154.0,0.0,,Oui,0.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4404/back/bilans
4405,DOCAPOSTE BPO IS,Docaposte BPO IS est une entité du Groupe DOCAPOSTE qui accompagne les entreprises dans leur transition numérique en leur proposant une gamme complète de solutions.,Entreprise,,1392,,Opérationnel,2018,267.0,37.0,0.0,,Oui,0.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4405/back/bilans
4406,CPAM des Bouches-du-Rhône,,Entreprise,,1975,,Opérationnel,2018,193.78935398000002,466.9339574,0.0,2015.0,Oui,150.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4406/back/bilans
4407,CARSAT ALSACE-MOSELLE,"La Caisse d'Assurance Retraite et de la Santé au Travail Alsace-Moselle, organisme de Sécurité sociale, remplit trois grandes missions de service public pour être aux côtés des salariés et des entreprises tout au long de la vie professionnelle et au moment de la retraite : la préparation et le paiement de la retraite, la prévention et la tarification des risques professionnels, l'aide et l'accompagnement des assurés en difficulté.",Entreprise,,935,,Opérationnel,2018,566.427,164.895,0.0,,Oui,102.0,,,156.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4407/back/bilans
4408,GEODIS WALBAUM,"L'entreprise Geodis Walbaum , filiale de Geodis, propose à ses clients les solutions de logistique et transport qui s'inscrivent dans l'offre globale du groupe GEODIS. Grace à une forte culture multi-métiers,Geodis Walbaum dispose d'une gamme complète de services de messagerie et express paquet et industriel, de logistique de proximité et de transport aérien et maritime.",Entreprise,,545,,Opérationnel,2018,5572.0,104.0,0.0,,Oui,,10.0,550.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4408/back/bilans
4409,ALD SA,"ALD Automotive est un leader mondial des solutions de mobilité offrant des services complets de location et de gestion de flotte dans 43 pays auprès de grandes entreprises, de PME, de professionnels et de particuliers. Leader dans son secteur, ALD Automotive place la mobilité durable au cœur de sa stratégie, en proposant à ses clients des solutions de mobilité innovantes et des services technologiques afin de les aider à se concentrer sur leur cœur de métier.",Entreprise,,196,,Opérationnel,2018,89.0,31.0,209.0,2014.0,Oui,0.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4409/back/bilans
4410,Eiffage Energie Systèmes - Nord,"Énergie (électricité, chauffage, ventilation, climatisation - travaux d'installation et maintenance)",Entreprise,,595,,Opérationnel,2018,1004.874,25.1,0.0,2011.0,Oui,50.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4410/back/bilans
4412,CPAM ROUEN ELBEUF DIEPPE SEINE MARITIME,,Entreprise,,620,,Opérationnel,2018,280.236,194.805,2143.761,2011.0,Oui,80.0,,,300.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4412/back/bilans
4413,UGECAM Occitanie,"L’UGECAM Occitanie (Union pour la Gestion des Établissements des Caisses d'Assurance Maladie) est un Organisme de droit privé à but non lucratif. L’UGECAM Occitanie gère des établissements sanitaires et des établissements et services médico-sociaux de l’Assurance Maladie. Elle oriente, organise et développe leurs activités en cohérence avec les besoins de son territoire de santé. Elle est garante des valeurs de l’Assurance Maladie : l’accès et la continuité des soins pour tous.",Entreprise,,1200,,Opérationnel,2018,1180.0,166.0,0.0,,Oui,114.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4413/back/bilans
4415,Bouygues Travaux Publics & Bouygues Travaux Publics Régions France,"Bouygues Travaux Publics et Bouygues Travaux Publics Régions France réalisent des projets dans les huit métiers : ouvrages d'art, tunnels et travaux souterrains, travaux fluviaux et maritimes, terrassement, mines et routes travaux, rénovation et renforcement d'ouvrages, projets linéaires, génie civil industriel.",Entreprise,,2437,,Opérationnel,2018,37814.0,34084.0,315768.0,,Oui,,1800.0,1700.0,6300.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4415/back/bilans
4416,DELIFRANCE,Fabrication industrielle de pain et de pâtisserie fraîche,Entreprise,,1407,,Opérationnel,2019,4008.0,7009.0,0.0,,Oui,359.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4416/back/bilans
4417,CARSAT des Pays de la Loire,"Les caisses d'assurance retraite et de la santé au travail sont des organismes de droit privé exerçant les missions de service public suivantes :
-  calculer et gérer la retraite des salariés, payer les pensions correspondantes et proposer des aides diverses aux retraités ;
- aider les entreprises à évaluer les risques d'accidents du travail et de maladies professionnelles (AT-MP) dans un but de prévention ;
-  participer à la tarification de l'assurance AT-MP ;
-  développer des actions de",Entreprise,,902,,Opérationnel,2018,519.427,82.054,2041.803,2014.0,Oui,,20.0,40.0,135.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4417/back/bilans
4418,la CoVe,,Collectivité territoriale (dont EPCI),Communauté d'agglomération,460,69413.0,,2019,3026.0,58.0,791.0,,Oui,171.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4418/back/bilans
4421,CPAM 54,"La CPAM exerce une mission de service public, en assurant les relations de proximité avec les publics de l'Assurance Maladie. Elle participe aux activités de gestion (collecte des cotisations, versement des prestations) de la couverture des risques maladie, maternité, accident du travail, maladie professionnelle, invalidité dans le département.",Entreprise,,571,,Opérationnel,2018,325.038,496.231,1830.24,,Oui,500.0,,,500.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4421/back/bilans
4422,DREAL GRAND EST,"La DREAL met en œuvre, sous l’autorité du préfet de région et des préfets de départements, les politiques publiques du Ministère de la Transition Écologique et Solidaire (MTES) et du Ministère de la Cohésion des Territoires (MCT).
Ses missions sont axées sur :
    la Transition Énergétique pour la croissance verte,
    le renforcement de la multi-modalité, la fluidité et la sécurité des déplacements,
    la construction d’une politique régionale de l’habitat adaptée aux besoins des habitants",Etat,,825,,Opérationnel,2018,1179.56,100.09,1418.9,,Oui,47.0,,,34.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4422/back/bilans
4423,THALES ALENIA SPACE FRANCE,Construction spatiale et fabrication d'équipements de télécommunication,Entreprise,,4978,,Opérationnel,2018,2977.0,6536.0,0.0,,Oui,470.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4423/back/bilans
4424,Bouygues Bâtiment International,"DEVELOPPEMENT, CONCEPTION, ETUDES TECHNIQUES, REALISATION, EXPLOITATION, OPERATION ET MAINTENANCE (FM) D'OUVRAGES DE BATIMENT ET DE GENIE CIVIL A L'INTERNATIONAL POUR LES CONTRATS SIGNES
DANS LE PERIMETRE DE MANAGEMENT DE BOUYGUES BATIMENT INTERNATIONAL ET/OU SES FILIALES.",Entreprise,,744,,Opérationnel,2018,1873.5500000000002,38.5,1018.95,,Oui,,0.0,0.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4424/back/bilans
4426,Caisse Générale de Sécurité Sociale,"La CGSS de la Réunion, organisme de droit privé exerçant une mission de service public, regroupe en une seule entité les caisses de l'assurance maladie, de l'assurance retraite, de l'agricole et de l'URSSAF.",Entreprise,,1148,,Opérationnel,2018,125.16799999999999,2211.518,4845.402,,Oui,,0.0,0.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4426/back/bilans
4429,TRANSGOURMET OPERATIONS,"Transgourmet est le fournisseur de référence pour la livraison de produits alimentaires et d’hygiène aux professionnels de la restauration et de la boulangerie-pâtisserie.
Transgourmet est une enseigne du groupe Transgourmet France.",Entreprise,,2686,,Opérationnel,2018,36102.662582000004,3745.3077,9992.089214092492,2014.0,Oui,1200.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4429/back/bilans
4430,France Manche,"Eurotunnel, entreprise privée binationale (FR/UK), est gestionnaire d’une concession de service public. Eurotunnel est gestionnaire d’infrastructures et opérateur de transport ferroviaire transmanche.",Entreprise,,1687,,Opérationnel,2018,13370.0,11995.0,7904.0,2011.0,Oui,16.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4430/back/bilans
4431,Société du Parc du Futuroscope,Parc d'attractions et de spectacles,Entreprise,,784,,Opérationnel,2019,4343.7,6403.0,0.0,,Oui,400.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4431/back/bilans
4432,DANONE PRODUITS FRAIS FRANCE,Production et commercialisation de produits laitiers frais et de produits d'origine végétale,Entreprise,,2170,,Opérationnel,2018,31861.84,5617.0,0.0,2014.0,Oui,699.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4432/back/bilans
4433,CPAM des HAUTS-DE-SEINE,"La CPAM exerce une mission de service public, en assurant les relations de proximité avec les publics de l'Assurance Maladie. Elle participe aux activités de gestion (collecte des cotisations, versement des prestations) de la couverture des risques maladie, maternité, accident du travail, maladie professionnelle, invalidité, dans le département des Hauts-de-Seine.",Entreprise,,1342,,Opérationnel,2018,164.685,347.22,3936.807,,Oui,50.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4433/back/bilans
4434,CPAM de l'Oise,Caisse Primaire d'Assurance Maladie,Entreprise,,587,,Opérationnel,2018,442.755,174.199,1941.281,2011.0,Oui,59.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4434/back/bilans
4435,SOGEFI AIR & COOLING SAS,Conception et fabrication des systèmes d'admission d'air et de refroidissement,Entreprise,,668,,Opérationnel,2018,902.0,1832.0,0.0,,Oui,270.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4435/back/bilans
4438,Hager Electro SAS,Fabrication de matériel de distribution et de commande électrique,Entreprise,,2200,,Opérationnel,2018,1228.8999999999999,1109.632,0.0,,Oui,,48.0,22.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4438/back/bilans
4439,TOTAL LUBRIFIANTS S.A.,"Entreprise de production, conditionnement et stockage de lubrifiants industriels",Entreprise,,715,,Opérationnel,2018,5049.0,282.0,0.0,,Oui,,270.0,35.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4439/back/bilans
4440,Total Marketing & Services,Activités de sièges sociaux et Centre de recherche,Entreprise,,1729,,Opérationnel,2018,1930.0,576.0,0.0,2014.0,Oui,50.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4440/back/bilans
4443,HARIBO RICQLES ZAN,Production et commercialisation de confiserie,Entreprise,,690,,Opérationnel,2018,6049.0,785.0,140102.0,,Oui,190.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4443/back/bilans
4444,Volvo Trucks France,"Entretien et réparation d'autres véhicules automobiles (Volvo Trucks France), Commerce de moteur pour la marine (plaisance et commerciale) (Volvo Penta)",Entreprise,,1039,,Opérationnel,2018,3255.3,266.1,0.0,2014.0,Oui,,130.0,8.4,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4444/back/bilans
4445,CAISSE PRIMAIRE D'ASSURANCE MALADIE D'ILLE ET VILAINE,Régime Obligatoire d'Assurance Maladie,Entreprise,,853,,Opérationnel,2018,362.83500000000004,105.918,2556.831,2014.0,Oui,,14.5,4.2,102.3,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4445/back/bilans
4446,CPAM du Haut-Rhin,"La CPAM exerce une mission de service public, en assurant les relations de proximité avec les publics de l'Assurance Maladie. Elle participe aux activités de gestion (collecte des cotisations, versement des prestations) de la couverture des risques maladie, maternité, accident du travail, maladie professionnelle, invalidité dans le département.",Entreprise,,598,,Opérationnel,2018,309.924,211.143,1841.749,2011.0,Oui,,50.0,4.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/4446/back/bilans
